Rank,Time,Name,Country,Date of Birth,Place,City,Date,Gender,Event
2097,61:01,Haron Lagat,USA,15.08.83,10,Houston,14.01.2018,Men,Half-marathon
2097,61:01,Peter Ndorobo,KEN,11.08.93,1,Verona,18.02.2018,Men,Half-marathon
2097,61:01,Kenenisa Bekele,ETH,13.06.82,4,London,22.04.2018,Men,Half-marathon
2097,61:01,Daniel Wanjiru,KEN,25.05.92,5,London,22.04.2018,Men,Half-marathon
2097,61:01,Abel Kirui,KEN,04.06.82,6,London,22.04.2018,Men,Half-marathon
2097,61:01,Abayneh Degu,ETH,01.12.98,15,København,16.09.2018,Men,Half-marathon
2097,61:01,Rhonzas Kilimo,KEN,05.09.96,2,Berlin,07.04.2019,Men,Half-marathon
2097,61:01,Ryota Satoh,JPN,15.11.95,11,Yamaguchi,09.02.2020,Men,Half-marathon
2097,61:01,Kotaro Sinohara,JPN,03.09.02,16,Yamaguchi,13.02.2022,Men,Half-marathon
2097,61:01,Dominic Lokinyomo Lobalu,SSD,16.08.98,6,Berlin,03.04.2022,Men,Half-marathon
2097,61:01,Namakwe Nkhasi,LES,10.01.94,1,Gqeberha,04.06.2022,Men,Half-marathon
2097,61:01,Kenenisa Bekele,ETH,13.06.82,3,Newcastle,11.09.2022,Men,Half-marathon
2097,61:01,Oqbe Ruesom,ERI,01.01.98,2,Sevilla,29.01.2023,Men,Half-marathon
2097,61:01,Omar Aït Chitachen,MAR,15.03.95,1,Rabat,30.04.2023,Men,Half-marathon
2133,61:02,Kurt Stenzel,GER,12.03.62,1,Remich-Grevenmacher,25.09.1988,Men,Half-marathon
2133,61:02,James Kamau Kariuki,KEN,17.06.69,1,Philadelphia,22.09.1996,Men,Half-marathon
2133,61:02,Joshua Chelanga,KEN,07.04.73,3,Gualtieri,31.03.1997,Men,Half-marathon
2133,61:02,Julius Bitok,KEN,04.07.76,1,Gargnano,28.09.1997,Men,Half-marathon
2133,61:02,Patrick Sang,KEN,11.04.64,2,Den Haag,27.03.1999,Men,Half-marathon
2133,61:02,Salim Kipsang,KEN,22.12.79,3,Den Haag,30.03.2003,Men,Half-marathon
2133,61:02,John Cheruiyot Korir,KEN,13.12.81,4,Villamoura,04.10.2003,Men,Half-marathon
2133,61:02,Shadrack Kemboi,KEN,19.02.86,8,Den Haag,13.03.2011,Men,Half-marathon
2133,61:02,Abdellatif Meftah,FRA,03.01.82,5,Newcastle-South Shields,18.09.2011,Men,Half-marathon
2133,61:02,Jacob Wanjuki,KEN,16.01.86,3,Marugame,05.02.2012,Men,Half-marathon
2133,61:02,Wilfred Murgor,KEN,12.12.88,3,Barcelona,26.02.2012,Men,Half-marathon
2133,61:02,Ejigu Sentayehu Merga,ETH,18.03.85,5,Praha,31.03.2012,Men,Half-marathon
2133,61:02,Hillary Kipchumba,KEN,25.11.92,4,Verbania,10.03.2013,Men,Half-marathon
2133,61:02,Wilson Kipsang Kiprotich,KEN,15.03.82,1,New York City,17.03.2013,Men,Half-marathon
2133,61:02,Eliud Kipchoge,KEN,05.11.84,1,Klagenfurt,18.08.2013,Men,Half-marathon
2133,61:02,Nicholas Togom,KEN,17.02.92,2,Udine,22.09.2013,Men,Half-marathon
2133,61:02,Amos Kipruto,KEN,16.09.92,2,Adana,04.01.2015,Men,Half-marathon
2133,61:02,Norbert Kigen,KEN,24.01.93,1,Vitru-sur-Seine,19.04.2015,Men,Half-marathon
2133,61:02,Morris Munene,KEN,07.04.95,1,Santa Pola,24.01.2016,Men,Half-marathon
2133,61:02,Abraham Kipyatich,KEN,10.05.93,4,Venlo,20.03.2016,Men,Half-marathon
2133,61:02,Cosmas Jairus Kipchoge,KEN,21.03.86,1,Lugano,22.05.2016,Men,Half-marathon
2133,61:02,Fikadu Haftu,ETH,21.02.94,13,København,18.09.2016,Men,Half-marathon
2133,61:02,Leonard Langat,KEN,07.08.90,4,Den Haag,12.03.2017,Men,Half-marathon
2133,61:02,Norbert Kigen,KEN,24.01.93,4,Yangzhou,23.04.2017,Men,Half-marathon
2133,61:02,Justus Kangogo,KEN,10.10.95,3,Roma-Ostia Lido,11.03.2018,Men,Half-marathon
2133,61:02,Noah Kigen,KEN,12.06.89,5,Berlin,08.04.2018,Men,Half-marathon
2133,61:02,Josphat Tanui,KEN,04.02.94,2,Boulogne-Billancourt,18.11.2018,Men,Half-marathon
2133,61:02,Alfred Ngeno,KEN,02.05.97,3,Berlin,07.04.2019,Men,Half-marathon
2133,61:02,Yusuke Baba,JPN,15.06.96,12,Yamaguchi,09.02.2020,Men,Half-marathon
2133,61:02,Abel Kipchumba,KEN,03.02.94,8,Praha,05.09.2020,Men,Half-marathon
2133,61:02,Shu Hasegawa,JPN,25.11.97,17,Yamaguchi,13.02.2022,Men,Half-marathon
2164,61:03,Nick Rose,GBR,30.12.51,3,Philadelphia,15.09.1985,Men,Half-marathon
2164,61:03,David Tsebe,RSA,09.11.66,1,Durban,21.07.1990,Men,Half-marathon
2164,61:03,Rami Tsebe,RSA,07.10.64,2,Durban,21.07.1990,Men,Half-marathon
2164,61:03,Paul Tergat,KEN,17.06.69,5,Newcastle-South Shields,20.09.1992,Men,Half-marathon
2164,61:03,Vincenzo Modica,ITA,02.03.71,4,Milano,03.04.1993,Men,Half-marathon
2164,61:03,Vincent Rousseau,BEL,29.07.62,1,Ivry to Vitry-sur-Seine,09.04.1995,Men,Half-marathon
2164,61:03,Moses Tanui,KEN,20.08.65,4,Tokyo,19.01.1997,Men,Half-marathon
2164,61:03,Leonardo Guedes,BRA,23.01.73,5,Tokyo,19.01.1997,Men,Half-marathon
2164,61:03,Simon Bor,KEN,13.02.69,1,Den Haag,28.03.1998,Men,Half-marathon
2164,61:03,Fabiano Joseph Naasi,TAN,24.12.85,6,Milano,03.04.2004,Men,Half-marathon
2164,61:03,Moses Kibor,KEN,06.12.83,4,Ivry to Vitry-sur-Seine,23.04.2006,Men,Half-marathon
2164,61:03,Hendrick Ramaala,RSA,02.02.72,1,Newcastle-South Shields,01.10.2006,Men,Half-marathon
2164,61:03,Mubarak Hassan Shami,QAT,02.12.80,9,Ra's Al Khaymah,09.02.2007,Men,Half-marathon
2164,61:03,Stephen Chelimo,KEN,09.08.85,5,Den Haag,17.03.2007,Men,Half-marathon
2164,61:03,James Kipsang Kwambai,KEN,28.02.83,4,New York City,05.08.2007,Men,Half-marathon
2164,61:03,Wilson Kipsang Kiprotich,KEN,15.03.82,6,Berlin,06.04.2008,Men,Half-marathon
2164,61:03,Matthew Koech,KEN,01.01.83,4,Lille,06.09.2008,Men,Half-marathon
2164,61:03,Joseph Maregu,KEN,22.11.77,8,New Delhi,09.11.2008,Men,Half-marathon
2164,61:03,Paul Kimaiyo Kimugul,KEN,04.03.80,1,Milano,05.04.2009,Men,Half-marathon
2164,61:03,Cyrus Njui,KEN,11.02.86,3,Sapporo,05.07.2009,Men,Half-marathon
2164,61:03,Laban Korir,KEN,30.12.85,6,Berlin,28.03.2010,Men,Half-marathon
2164,61:03,Silas Kipruto,KEN,26.09.84,4,Nanning,16.10.2010,Men,Half-marathon
2164,61:03,Joseph Birech,KEN,04.01.84,9,Den Haag,13.03.2011,Men,Half-marathon
2164,61:03,Gideon Kipketer,KEN,10.11.92,2,Egmond aan Zee,08.01.2012,Men,Half-marathon
2164,61:03,Ezrah Sang,KEN,08.06.94,5,Den Haag,09.03.2014,Men,Half-marathon
2164,61:03,Yitayal Atnafu Zerihun,ETH,20.01.93,1,Boulogne-Billancourt,16.11.2014,Men,Half-marathon
2164,61:03,Yitayal Atnafu Zerihun,ETH,20.01.93,1,Boulogne-Billancourt,16.11.2014,Men,Half-marathon
2164,61:03,Nicholas Bor,KEN,27.04.88,11,New Delhi,23.11.2014,Men,Half-marathon
2164,61:03,Nicholas Makau,KEN,15.10.90,2,Lugano,22.05.2016,Men,Half-marathon
2164,61:03,Paul Koech Kimutai,KEN,92,5,Den Haag,12.03.2017,Men,Half-marathon
2164,61:03,Titus Mbishei,KEN,28.10.90,2,Azpeitia,01.04.2017,Men,Half-marathon
2164,61:03,Abraham Kipyatich,KEN,10.05.93,6,Praha,01.04.2017,Men,Half-marathon
2164,61:03,Wilson Kipkorir,KEN,87,2,Wachau,17.09.2017,Men,Half-marathon
2164,61:03,Ishmael Kalale,KEN,25.05.95,2,Verona,18.02.2018,Men,Half-marathon
2164,61:03,Polat Arikan,TUR,12.12.90,13,Lisboa,11.03.2018,Men,Half-marathon
2164,61:03,Julien Wanders,SUI,18.03.96,8,Valencia,24.03.2018,Men,Half-marathon
2164,61:03,Ambrose Bore,KEN,05.08.95,6,Berlin,08.04.2018,Men,Half-marathon
2164,61:03,Mohamed Farah,GBR,23.03.83,7,London,22.04.2018,Men,Half-marathon
2164,61:03,Felix Chemongesi,UGA,19.08.93,2,Zwolle,15.06.2019,Men,Half-marathon
2164,61:03,Patrick Mathenge,KEN,02.11.97,9,Marugame,02.02.2020,Men,Half-marathon
2164,61:03,Noritoshi Hara,JPN,06.12.95,13,Yamaguchi,09.02.2020,Men,Half-marathon
2164,61:03,Abbabiya Simbassa,USA,30.06.93,7,Houston,16.01.2022,Men,Half-marathon
2164,61:03,Eliud Kipchoge,KEN,05.11.84,1=,Tokyo,06.03.2022,Men,Half-marathon
2164,61:03,Amos Kipruto,KEN,16.09.92,1=,Tokyo,06.03.2022,Men,Half-marathon
2164,61:03,Elvis Cheboi,KEN,29.09.95,3,Lisboa,08.05.2022,Men,Half-marathon
2164,61:03,Melikhaya Frans,RSA,02.01.90,2,Gqeberha,04.06.2022,Men,Half-marathon
2164,61:03,Dickson Nyakundi,KEN,12.04.95,4,Warszawa,26.03.2023,Men,Half-marathon
2164,61:03,Mohamed Reda El Aaraby,MAR,12.11.89,14,Riga,01.10.2023,Men,Half-marathon
2212,61:04,Carl Thackery,GBR,14.10.62,1,Barnsley,12.04.1987,Men,Half-marathon
2212,61:04,Cosmas N'Deti,KEN,24.11.71,3,Tokyo,26.01.1992,Men,Half-marathon
2212,61:04,Lee Bong-Ju,KOR,11.10.70,4,Tokyo,26.01.1992,Men,Half-marathon
2212,61:04,Francis Nade,TAN,24.11.74,1,Arusha,25.02.1996,Men,Half-marathon
2212,61:04,Josephat Kiprono,KEN,12.12.73,3,Ivry to Vitry-sur-Seine,14.04.1996,Men,Half-marathon
2212,61:04,Lahoussine Mrikik,MAR,07.06.72,2,Paris,12.03.2000,Men,Half-marathon
2212,61:04,Masayuki Kobayashi,JPN,04.04.74,3,Nagoya,23.11.2000,Men,Half-marathon
2212,61:04,James Wainaina,KEN,16.06.81,1,Nagoya,23.11.2001,Men,Half-marathon
2212,61:04,Paul Kangogo Kanda,KEN,12.12.74,4,Udine,29.09.2002,Men,Half-marathon
2212,61:04,Paul Kimaiyo Kimugul,KEN,04.03.80,1,Berlin,03.04.2005,Men,Half-marathon
2212,61:04,Charles Munyeki Kiama,KEN,02.11.86,6,Den Haag,17.03.2007,Men,Half-marathon
2212,61:04,Festus Langat,KEN,09.04.85,6,Lisboa,18.03.2007,Men,Half-marathon
2212,61:04,Stephen Kibiwott,KEN,03.04.80,1,Paris,03.03.2008,Men,Half-marathon
2212,61:04,Harun Njoroge,KEN,11.06.88,2,Sapporo,15.06.2008,Men,Half-marathon
2212,61:04,Eshetu Wondimu,ETH,26.01.82,9,New Delhi,09.11.2008,Men,Half-marathon
2212,61:04,Edwin Kimaiyo,KEN,86,10,Berlin,05.04.2009,Men,Half-marathon
2212,61:04,Samuel Chelanga,KEN,23.02.85,4,Boston,13.10.2013,Men,Half-marathon
2212,61:04,Geoffrey Kusuro,UGA,12.02.89,3,Ústí nad Labem,14.09.2014,Men,Half-marathon
2212,61:04,James Runguru,KEN,14.01.93,2,Boulogne-Billancourt,16.11.2014,Men,Half-marathon
2212,61:04,James Runguru,KEN,14.01.93,2,Boulogne-Billancourt,16.11.2014,Men,Half-marathon
2212,61:04,John Loitang,KEN,18.03.91,5,Valencia,18.10.2015,Men,Half-marathon
2212,61:04,Emmauel Bor,KEN,14.04.88,2,Granollers,07.02.2016,Men,Half-marathon
2212,61:04,Cyprian Kotut,KEN,06.06.92,2,Cardiff,02.10.2016,Men,Half-marathon
2212,61:04,Daichi Kamino,JPN,13.09.93,5,Marugame,05.02.2017,Men,Half-marathon
2212,61:04,Mark Kiptoo,KEN,21.06.76,1,Azpeitia,24.03.2018,Men,Half-marathon
2212,61:04,Erick Kiptanui,KEN,19.04.90,1,Barcelona,10.02.2019,Men,Half-marathon
2212,61:04,Victor Kiplangat,UGA,19.11.99,7,Barcelona,16.02.2020,Men,Half-marathon
2212,61:04,Jonathan Kipleting,KEN,20.11.86,3=,Tokyo,06.03.2022,Men,Half-marathon
2212,61:04,Tamirat Tola,ETH,11.08.91,3=,Tokyo,06.03.2022,Men,Half-marathon
2212,61:04,Charles Lefrancois,CAN,19.12.72,19,Valencia,23.10.2022,Men,Half-marathon
2212,61:04,Kinde Atanaw,ETH,15.04.93,3,Jeddah,10.12.2022,Men,Half-marathon
2244,61:05,Ronaldo da Costa,BRA,07.06.70,1,Buenos Aires,04.09.1994,Men,Half-marathon
2244,61:05,Laban Chege,KEN,10.09.69,3,Lille,04.09.1999,Men,Half-marathon
2244,61:05,Joshua Chelanga,KEN,07.04.73,7,Lisboa,01.04.2001,Men,Half-marathon
2244,61:05,Yonas Kifle,ERI,24.03.77,4,Bruxelles,05.05.2002,Men,Half-marathon
2244,61:05,Samson Ramadhani,TAN,25.12.82,1,Dar es Salaam,16.11.2002,Men,Half-marathon
2244,61:05,Paul Kirui,KEN,05.02.80,1,Berlin,06.04.2003,Men,Half-marathon
2244,61:05,James Kipsang Kwambai,KEN,28.02.83,2,Virginia Beach,04.09.2005,Men,Half-marathon
2244,61:05,Wilson Kiprotich Kebenei,KEN,20.07.80,1,Philadelphia,17.09.2006,Men,Half-marathon
2244,61:05,Raji Assefa,ETH,18.02.86,7,Berlin,06.04.2008,Men,Half-marathon
2244,61:05,Martin Fagan,IRL,26.06.83,1,Austin,25.01.2009,Men,Half-marathon
2244,61:05,Tadesse Tola,ETH,31.10.87,1,Lisboa,26.09.2010,Men,Half-marathon
2244,61:05,Philip Langat,KEN,23.04.90,1,Breda,07.10.2012,Men,Half-marathon
2244,61:05,Habtamu Assefa,ETH,29.03.85,3,Lille,01.09.2013,Men,Half-marathon
2244,61:05,Tsegaye Mekonnen,ETH,15.06.95,7,Ra's Al Khaymah,13.02.2015,Men,Half-marathon
2244,61:05,Jacob Wanjuki,KEN,16.01.86,4,Yamaguchi,15.02.2015,Men,Half-marathon
2244,61:05,Jairus Birech,KEN,14.12.92,3,Verbania,19.04.2015,Men,Half-marathon
2244,61:05,Mustapha El Aziz,MAR,24.12.85,6,Valencia,18.10.2015,Men,Half-marathon
2244,61:05,Kenneth Keter,KEN,04.08.96,8,Ra's Al Khaymah,10.02.2017,Men,Half-marathon
2244,61:05,Cornelius Kangogo,KEN,31.12.93,6,Venlo,26.03.2017,Men,Half-marathon
2244,61:05,Kenneth Keter,KEN,04.08.96,10,Ústí nad Labem,16.09.2017,Men,Half-marathon
2244,61:05,Hillary Maiyo,KEN,02.10.93,3,Wachau,17.09.2017,Men,Half-marathon
2244,61:05,Meshack Koech,KEN,27.07.89,6,Barcelona,11.02.2018,Men,Half-marathon
2244,61:05,Kaan Kigen Özbilen,TUR,15.01.86,9,Valencia,24.03.2018,Men,Half-marathon
2244,61:05,Abebe Degefa,ETH,20.05.84,2,Barcelona,10.02.2019,Men,Half-marathon
2244,61:05,Albert Kangogo,KEN,16.08.87,3,Zwolle,15.06.2019,Men,Half-marathon
2244,61:05,Birhanu Legesse,ETH,09.11.94,1,Berlin,29.09.2019,Men,Half-marathon
2244,61:05,Kenenisa Bekele,ETH,13.06.82,2,Berlin,29.09.2019,Men,Half-marathon
2244,61:05,Daisuke Hosomori,JPN,05.05.94,14,Yamaguchi,09.02.2020,Men,Half-marathon
2244,61:05,Edwin Kiptoo,KEN,14.08.93,12,Ra's Al Khaymah,21.02.2020,Men,Half-marathon
2244,61:05,Hamid Ben Daoud,ESP,19.05.96,19,Valencia,24.10.2021,Men,Half-marathon
2244,61:05,Suguru Osako,JPN,23.05.91,4,Newcastle,11.09.2022,Men,Half-marathon
2244,61:05,Dominic Bett,KEN,01.01.01,5,Santa Pola,22.01.2023,Men,Half-marathon
2244,61:05,Albert Rop,BRN,17.07.92,3,Den Haag,12.03.2023,Men,Half-marathon
2244,61:05,Isaac Too,KEN,10.02.00,2,Milano,19.03.2023,Men,Half-marathon
2244,61:05,Djamal Abdi Dirieh,DJI,97,15,Riga,01.10.2023,Men,Half-marathon
2279,61:06,Thomas Robert Naali,TAN,01.01.69,3,Remich-Grevenmacher,22.09.1991,Men,Half-marathon
2279,61:06,Moses Tanui,KEN,20.08.65,1,Milano,11.04.1992,Men,Half-marathon
2279,61:06,Joseph Keino,KEN,63,6,Newcastle-South Shields,20.09.1992,Men,Half-marathon
2279,61:06,Guebre Michael Kidane,ETH,57,1,Durban,28.08.1993,Men,Half-marathon
2279,61:06,Vincent Rousseau,BEL,29.07.62,1,Bruxelles,03.10.1993,Men,Half-marathon
2279,61:06,Richard Nerurkar,GBR,06.01.64,4,Ivry to Vitry-sur-Seine,14.04.1996,Men,Half-marathon
2279,61:06,Moses Tanui,KEN,20.08.65,1,Kyoto,14.03.1999,Men,Half-marathon
2279,61:06,Albert Okemwa,KEN,66,3,Den Haag,27.03.1999,Men,Half-marathon
2279,61:06,Anthony Korir,KEN,25.10.80,2,Gargnano,24.09.2000,Men,Half-marathon
2279,61:06,António Pinto,POR,22.03.66,9,Lisboa,24.03.2002,Men,Half-marathon
2279,61:06,Abdelkader El Mouaziz,MAR,01.01.69,2,Azpeitia,28.03.2004,Men,Half-marathon
2279,61:06,Eshetu Wondimu,ETH,26.01.82,9,Rotterdam,09.09.2007,Men,Half-marathon
2279,61:06,William Chebon Chebor,KEN,22.12.82,1,Azkoitia,28.03.2009,Men,Half-marathon
2279,61:06,Peter Kamais,KEN,07.11.76,4,Philadelphia,18.09.2011,Men,Half-marathon
2279,61:06,Benjamin Gandu,KEN,21.05.90,4,Marugame,05.02.2012,Men,Half-marathon
2279,61:06,Daniele Meucci,ITA,07.10.85,2,New York City,17.03.2013,Men,Half-marathon
2279,61:06,Richard Mengich,KEN,03.04.89,2,Zwolle,14.06.2014,Men,Half-marathon
2279,61:06,Stephen Kibet Kosgei,KEN,09.11.86,1,Lisboa,05.10.2014,Men,Half-marathon
2279,61:06,Abrha Milaw,ETH,03.01.88,3,Paris,08.03.2015,Men,Half-marathon
2279,61:06,Leonard Korir,KEN,10.12.86,1,New York City,16.03.2015,Men,Half-marathon
2279,61:06,Abraham Yano,KEN,90,1,Paderborn,04.04.2015,Men,Half-marathon
2279,61:06,Alex Oloitiptip,KEN,20.12.90,11,Yangzhou,19.04.2015,Men,Half-marathon
2279,61:06,Emmauel Bor,KEN,14.04.88,1,Porto,20.09.2015,Men,Half-marathon
2279,61:06,Philip Langat,KEN,23.04.90,1,Breda,04.10.2015,Men,Half-marathon
2279,61:06,Kidane Tadese,ERI,31.08.87,7,Valencia,18.10.2015,Men,Half-marathon
2279,61:06,Alex Oloitiptip,KEN,20.12.90,11,Yangzhou,19.04.2016,Men,Half-marathon
2279,61:06,Philip Langat,KEN,23.04.90,11,Houston,14.01.2018,Men,Half-marathon
2279,61:06,Eliud Kipchoge,KEN,05.11.84,1,Berlin,16.09.2018,Men,Half-marathon
2279,61:06,Bernard Ngeno,KEN,10.08.96,1,Safi,24.02.2019,Men,Half-marathon
2279,61:06,Timothy Toroitich,UGA,10.10.91,4,Azpeitia,30.03.2019,Men,Half-marathon
2279,61:06,Sisay Lemma,ETH,12.12.90,3,Berlin,29.09.2019,Men,Half-marathon
2279,61:06,Jonathan Kipleting,KEN,20.11.86,4,Berlin,29.09.2019,Men,Half-marathon
2279,61:06,Leul Gebrselassie,ETH,20.09.93,5,Berlin,29.09.2019,Men,Half-marathon
2279,61:06,Silas Kiptoo,KEN,88,7,Belfort,29.09.2019,Men,Half-marathon
2279,61:06,Yuki Sato,JPN,26.11.86,10,Marugame,02.02.2020,Men,Half-marathon
2279,61:06,Wesley Kibichii,KEN,09.11.93,7,Herzogenaurach,12.09.2021,Men,Half-marathon
2279,61:06,Vedic Kipkoech,KEN,05.03.96,13,Lisboa,21.11.2021,Men,Half-marathon
2279,61:06,Toshiya Sato,JPN,11.03.98,18,Yamaguchi,13.02.2022,Men,Half-marathon
2279,61:06,Denis Kibet,KEN,06.07.99,9,Napoli,27.02.2022,Men,Half-marathon
2279,61:06,Patrick Kamau,KEN,90,1,Shibetsu,24.07.2022,Men,Half-marathon
2279,61:06,Solomon Berihu,ETH,02.10.99,2,Poznan,16.04.2023,Men,Half-marathon
2279,61:06,Ibrahim Hassan Bouh,DJI,97,16,Riga,01.10.2023,Men,Half-marathon
2279,61:06,Pietro Riva,ITA,01.05.97,17,Riga,01.10.2023,Men,Half-marathon
2323,61:07,Andrew Masai,KEN,13.01.60,2,Milano,13.04.1991,Men,Half-marathon
2323,61:07,António Pinto,POR,22.03.66,2,Lisboa,12.03.1995,Men,Half-marathon
2323,61:07,Philip Kirui,KEN,11.09.73,1,Granollers,23.01.2000,Men,Half-marathon
2323,61:07,Zebedaiyo Bayo,TAN,20.05.76,1,Den Haag,25.03.2000,Men,Half-marathon
2323,61:07,Salim Kipsang,KEN,22.12.79,2,Den Haag,23.03.2002,Men,Half-marathon
2323,61:07,Michele Gamba,ITA,02.10.72,5,Udine,29.09.2002,Men,Half-marathon
2323,61:07,Toshinari Takaoka,JPN,24.09.70,1,Yamaguchi,09.03.2003,Men,Half-marathon
2323,61:07,Abdellah Falil,MAR,29.05.76,1,Safi,20.04.2003,Men,Half-marathon
2323,61:07,Silas Kirui,KEN,31.12.81,1,Praha,02.04.2005,Men,Half-marathon
2323,61:07,Paul Kimaiyo Kimugul,KEN,04.03.80,2,Ivry to Vitry-sur-Seine,17.04.2005,Men,Half-marathon
2323,61:07,Fabiano Joseph Naasi,TAN,24.12.85,6,Rotterdam,11.09.2005,Men,Half-marathon
2323,61:07,Charles Ngolebus,KEN,07.10.87,1,Wien,02.04.2006,Men,Half-marathon
2323,61:07,Abdihakem Abdirahman,USA,01.01.77,2,Philadelphia,17.09.2006,Men,Half-marathon
2323,61:07,William Chebon Chebor,KEN,22.12.82,2,San José,08.10.2006,Men,Half-marathon
2323,61:07,Paul Kirui,KEN,05.02.80,10,Rotterdam,09.09.2007,Men,Half-marathon
2323,61:07,Dieudonné Disi,RWA,24.04.78,8,Ra's Al Khaymah,08.02.2008,Men,Half-marathon
2323,61:07,Evans Kiprop Cheruiyot,KEN,10.05.82,2,Roma-Ostia Lido,01.03.2009,Men,Half-marathon
2323,61:07,Peter Kirui,KEN,02.01.88,4,Nice,19.04.2009,Men,Half-marathon
2323,61:07,Josphat Muchiri Ndambiri,KEN,12.02.85,7,Ra's Al Khaymah,19.02.2010,Men,Half-marathon
2323,61:07,Gideon Ngatuny,KEN,10.10.86,7,Lisboa,21.03.2010,Men,Half-marathon
2323,61:07,Boniface Kirui,KEN,27.10.87,4,Verbania,06.03.2011,Men,Half-marathon
2323,61:07,Leonard Langat,KEN,07.08.90,1,Remich,07.08.2011,Men,Half-marathon
2323,61:07,Nicholas Kemboi,QAT,25.11.83,3,Valencia,23.10.2011,Men,Half-marathon
2323,61:07,Yacob Jarso,ETH,05.02.88,1,Milano,25.03.2012,Men,Half-marathon
2323,61:07,Julius Lomerinyang,KEN,15.07.83,1,Rabat,01.04.2012,Men,Half-marathon
2323,61:07,Justus Moranga,KEN,87,1,Ivry to Vitry-sur-Seine,08.04.2012,Men,Half-marathon
2323,61:07,Tesfaalem Mehari,ETH,93,1,Boulogne-Billancourt,18.11.2012,Men,Half-marathon
2323,61:07,Philemon Rono,KEN,08.02.91,6,New Delhi,15.12.2013,Men,Half-marathon
2323,61:07,Mohamed Farah,GBR,23.03.83,2,New York City,16.03.2014,Men,Half-marathon
2323,61:07,Nuguse Hirsuato,ETH,13.02.82,5,Valencia,19.10.2014,Men,Half-marathon
2323,61:07,Simon Cheprot,KEN,02.07.93,6,Valencia,19.10.2014,Men,Half-marathon
2323,61:07,Abera Kuma,ETH,31.08.90,8,Ra's Al Khaymah,13.02.2015,Men,Half-marathon
2323,61:07,Stephen Sambu,KEN,07.07.88,2,New York City,16.03.2015,Men,Half-marathon
2323,61:07,Albert Kangogo,KEN,16.08.87,1,Hamburg,25.06.2017,Men,Half-marathon
2323,61:07,Evans Kiprop Cheruiyot,KEN,10.05.82,11,Ústí nad Labem,16.09.2017,Men,Half-marathon
2323,61:07,Dominic Kiptarus,KEN,03.08.96,2,Belfort,24.09.2017,Men,Half-marathon
2323,61:07,Leul Gebrselassie,ETH,20.09.93,10,Valencia,24.03.2018,Men,Half-marathon
2323,61:07,Betesfa Getahun,ETH,25.09.98,3,Barcelona,10.02.2019,Men,Half-marathon
2323,61:07,Cornelius Kangogo,KEN,31.12.93,3,Roma-Ostia Lido,10.03.2019,Men,Half-marathon
2323,61:07,John Langat,KEN,31.12.96,4,Venlo,30.03.2019,Men,Half-marathon
2323,61:07,Bedan Karoki,KEN,21.08.90,2,Gifu,28.04.2019,Men,Half-marathon
2323,61:07,Christopher Thompson,GBR,17.04.81,2,London,01.03.2020,Men,Half-marathon
2323,61:07,Tsuyoshi Bando,JPN,12.12.96,19,Yamaguchi,13.02.2022,Men,Half-marathon
2323,61:07,Bernard Wambua,KEN,24.05.99,5,Warszawa,26.03.2023,Men,Half-marathon
2367,61:08,Martin Fiz,ESP,03.03.63,2,Remich-Grevenmacher,29.09.1996,Men,Half-marathon
2367,61:08,Graziano Calvaresi,ITA,18.10.66,1,Den Haag,23.03.1997,Men,Half-marathon
2367,61:08,David Ndegwa,KEN,17.12.72,3,Gargnano,24.09.2000,Men,Half-marathon
2367,61:08,Fabiano Joseph Naasi,TAN,24.12.85,1,Edmonton,01.10.2005,Men,Half-marathon
2367,61:08,Wilfred Taragon,KEN,15.02.85,1,Suwon,25.02.2007,Men,Half-marathon
2367,61:08,Samuel Wanjiru,KEN,10.11.86,9,Rotterdam,13.09.2009,Men,Half-marathon
2367,61:08,Shumi Gerbaba,ETH,19.11.82,10,Abu Dhabi,07.01.2010,Men,Half-marathon
2367,61:08,Daniel Gitau,KEN,01.10.87,1,Marugame,07.02.2010,Men,Half-marathon
2367,61:08,Robert Mbithi,KEN,26.06.89,5,Verbania,06.03.2011,Men,Half-marathon
2367,61:08,John Nzau Mwangangi,KEN,01.11.90,1,Rabat,03.04.2011,Men,Half-marathon
2367,61:08,Joseph Kiptum,KEN,25.09.87,2,Remich,07.08.2011,Men,Half-marathon
2367,61:08,Ezekiel Cherop,KEN,83,9,New Delhi,27.11.2011,Men,Half-marathon
2367,61:08,Kennedy Kimutai,KEN,18.06.90,2,Breda,07.10.2012,Men,Half-marathon
2367,61:08,Cyrus Njui,KEN,11.02.86,4,Gifu,19.05.2013,Men,Half-marathon
2367,61:08,Stephen Sambu,KEN,07.07.88,3,New York City,16.03.2014,Men,Half-marathon
2367,61:08,Birhanu Girma,ETH,22.11.86,4,Lille,06.09.2014,Men,Half-marathon
2367,61:08,Temesgen Ejerssa,ETH,93,2,Paderborn,04.04.2015,Men,Half-marathon
2367,61:08,Richard Kiprotich,KEN,11.05.84,9,København,13.09.2015,Men,Half-marathon
2367,61:08,Moges Shumay,ERI,97,15,Lisboa,17.03.2019,Men,Half-marathon
2367,61:08,Yohanes Gebregerish,ERI,01.01.89,16,Lisboa,17.03.2019,Men,Half-marathon
2367,61:08,Mohamed Reda El Aaraby,MAR,12.11.89,17,Lisboa,17.03.2019,Men,Half-marathon
